id,name,buy,sell,supply,demand
594,"Rampager's Seer Boots of Melandru",65519,99595,9,108
595,"Shaman's Marauder Helm of Lyssa",3159,4179,51,25
596,"Rampager's Seer Boots of Rage",14111,35040,8,43
597,"Shaman's Marauder Helm of Scavenging",2366,3289,225,138
598,"Norgu's Boots",9865,12723,249,84
599,"Strong Studded Boots",76,169,85,793
600,"Shaman's Seer Boots of the Flame Legion",10507,15090,45,49
601,"Rampager's Privateer Coat",98,179,990,430
602,"Shaman's Marauder Helm of Hoelbrak",3011,3299,97,189
603,"Cleric's Reinforced Scale Boots of Dwayna",0,290,131,0
604,"Shaman's Seer Boots of the Dolyak",22692,32398,32,74
605,"Cleric's Marauder Helm of Rage",2242,3418,46,22
606,"Cleric's Reinforced Scale Boots of the Pack",132,198,185,38
607,"Cleric's Marauder Helm of the Traveler",2787,3299,288,133
608,"Tahlkora's Boots",7874,11026,137,124
609,"Rampager's Privateer Coat",0,135,370,0
610,"Cleric's Marauder Helm of Vampirism",2431,3480,221,128
611,"Cleric's Reinforced Scale Boots of the Dolyak",129,195,230,261
612,"Shaman's Privateer Coat",94,493,90,512
613,"Cleric's Seer Boots of Scavenging",7649,11106,43,35
615,"Cleric's Seer Boots of the Lich",6861,11111,42,77
616,"Mhenlo's Boots",7500,10059,295,46
619,"Shaman's Privateer Coat",92,150,37,91
620,"Strong Swindler Boots",84,169,138,526
621,"Cleric's Reinforced Scale Boots of Scavenging",0,198,934,0
624,"Strong Swindler Boots",120,236,116,395
625,"Strong Banded Greaves of the Dolyak",451,1400,175,65
626,"Berserker's Seer Boots of the Flame Legion",3981,9396,300,40
627,"Berserker's Banded Greaves of the Lich",1232,1632,41,119
628,"Shaman's Privateer Coat",95,159,231,53
629,"Khilbron's Boots",10268,13768,179,61
630,"Shaman's Privateer Coat",101,113,404,110
631,"Mighty Country Boots",165,300,151,593
632,"Berserker's Banded Greaves of Hoelbrak",2972,3400,70,118
633,"Mighty Country Boots",175,300,270,1120
634,"Mighty Country Boots",223,424,468,2162
635,"Berserker's Sneakthief Shoulderguards of the Citadel",24785,35050,25,113
636,"Precise Country Boots",150,200,72,657
637,"Shaman's Privateer Coat",0,148,658,0
638,"Precise Country Boots",165,175,100,783
639,"Berserker's Sneakthief Shoulderguards of Balthazar",5809,10178,144,65
640,"Berserker's Banded Greaves of the Eagle",2547,3288,151,138
641,"Berserker's Sneakthief Shoulderguards of Grenth",6289,9328,375,101
642,"Precise Country Boots",189,303,99,852
643,"Vital Country Boots",162,205,136,1490
644,"Ravaging Studded Boots",71,450,6,1366
645,"Strong Reinforced Scale Boots of the Citadel",144,966,186,36
646,"Nika's Pauldrons",40002,44000,60,90
647,"Vital Country Boots",171,262,158,1008
648,"Ravaging Swindler Boots",92,147,125,1467
649,"Strong Reinforced Scale Boots of the Dolyak",371,830,246,212
650,"Vital Country Boots",213,345,92,1071
651,"Carrion Sneakthief Shoulderguards of the Flame Legion",18863,28888,18,42
652,"Strong Reinforced Scale Boots of the Eagle",1316,2298,103,273
653,"Mighty Studded Gloves",36,84,1433,6963
654,"Malign Country Boots",170,241,99,1526
655,"Carrion Sneakthief Shoulderguards of the Flock",7050,9285,225,63
656,"Malign Country Boots",184,257,170,1072
657,"Carrion Sneakthief Shoulderguards of the Flock",6599,9190,216,59
658,"Malign Country Boots",254,440,80,904
659,"Shiro's Pauldrons",7672,12498,303,95
660,"Strong Country Boots",507,827,62,815
661,"Mighty Studded Gloves",20,288,163,846
662,"Strong Country Boots",518,741,68,499
663,"Strong Magician Boots",369,780,46,1005
664,"Ravaging Swindler Boots",96,220,22,387
665,"Strong Magician Boots",351,434,173,792
666,"Ravaging Reinforced Scale Boots of Rage",824,4783,66,89
667,"Rampager's Sneakthief Shoulderguards of the Centaur",27597,66664,5,44
668,"Ravaging Country Boots",496,745,67,819
669,"Rampager's Sneakthief Shoulderguards of Strength",141165,179991,10,106
670,"Ravaging Country Boots",484,735,38,335
671,"Ravaging Swindler Boots",126,250,124,229
672,"Ravaging Reinforced Scale Boots of Vampirism",240,796,122,124
673,"Aidan's Pauldrons",25100,33400,53,177
674,"Ravaging Magician Boots",361,574,73,556
675,"Ravaging Banded Greaves of Balthazar",892,908,143,72
676,"Shaman's Sneakthief Shoulderguards of the Flock",10039,18499,16,25
677,"Ravaging Magician Boots",373,432,240,600
678,"Honed Country Boots",527,749,69,365
679,"Shaman's Sneakthief Shoulderguards of Divinity",20459,30423,26,95
680,"Reyna's Pauldrons",78013,80500,43,116
681,"Honed Country Boots",484,796,55,236
682,"Cleric's Sneakthief Shoulderguards of Lyssa",3015,9994,61,17
683,"Honed Magician Boots",438,538,58,760
684,"Carrion Banded Greaves of the Traveler",877,1561,99,140
685,"Carrion Banded Greaves of the Flock",2398,3756,55,59
686,"Honed Studded Boots",78,200,8,599
687,"Cleric's Sneakthief Shoulderguards of Mercy",5312,11021,18,51
688,"Honed Magician Boots",353,432,162,489
689,"Ravaging Country Boots",528,839,47,827
690,"Ravaging Country Boots",485,754,77,1064
691,"Zho's Pauldrons",7313,10026,124,95
692,"Berserker's Sneakthief Gloves of the Grove",26512,79999,6,140
693,"Carrion Banded Greaves of Strength",2322,3495,29,73
694,"Ravaging Magician Boots",359,440,145,285
696,"Berserker's Sneakthief Gloves of Vampirism",6526,12455,89,65
697,"Ravaging Magician Boots",340,480,183,325
698,"Carrion Banded Greaves of the Flame Legion",2951,3381,230,88
700,"Berserker's Sneakthief Shoulderguards of Dwayna",5994,9315,240,96
701,"Strong Magician Boots",341,500,158,420
702,"Honed Banded Greaves of Divinity",1764,2990,97,83
703,"Vatlaaw's Pauldrons",9028,11083,106,45
704,"Strong Magician Boots",377,649,112,428
705,"Berserker's Sneakthief Gloves of Lyssa",6142,9425,238,153
706,"Mighty Swindler Pauldrons",180,577,671,1833
707,"Strong Magician Boots",914,1071,163,251
708,"Honed Studded Boots",78,100,79,1684
709,"Strong Magician Boots",868,1078,127,275
710,"Rampager's Banded Greaves of the Pack",764,1500,113,62
711,"Mighty Swindler Pauldrons",43,343,93,491
712,"Ravaging Magician Boots",343,574,129,653
713,"Honed Swindler Boots",85,174,97,759
714,"Nika's Gloves",34446,42293,41,89
715,"Ravaging Magician Boots",354,760,69,141
716,"Rampager's Banded Greaves of Hoelbrak",2798,3499,52,38
717,"Precise Swindler Pauldrons",68,362,243,1988
718,"Ravaging Magician Boots",889,1010,176,413
719,"Precise Swindler Pauldrons",70,171,54,829
720,"Ravaging Magician Boots",877,960,91,226
721,"Vital Swindler Pauldrons",57,154,61,1004
722,"Honed Magician Boots",401,697,116,208
723,"Rampager's Banded Greaves of Lyssa",2865,3264,271,110
724,"Vital Swindler Pauldrons",73,156,55,890
725,"Honed Magician Boots",416,1013,57,190
726,"Malign Swindler Pauldrons",55,173,81,878
727,"Rampager's Banded Greaves of Balthazar",3030,3303,204,108
728,"Carrion Sneakthief Gloves of the Lich",13460,23418,12,19
729,"Honed Magician Boots",888,1079,173,254
730,"Shaman's Banded Greaves of the Eagle",3191,5575,26,29
731,"Malign Swindler Pauldrons",54,160,154,785
732,"Honed Magician Boots",720,990,147,225
733,"Carrion Sneakthief Gloves of Melandru",67515,86400,42,97
734,"Strong Swindler Pauldrons",64,488,177,363
735,"Ravaging Magician Boots",395,798,31,246
736,"Honed Swindler Boots",127,225,122,137
737,"Ravaging Magician Boots",752,1062,114,249
738,"Strong Swindler Pauldrons",71,155,191,1223
739,"Shaman's Banded Greaves of Mercy",2951,3347,277,79
740,"Ravaging Magician Boots",882,1095,115,196
741,"Carrion Sneakthief Gloves of Hoelbrak",35235,44531,41,124
742,"Strong Swindler Pauldrons",76,150,133,700
743,"Ravaging Magician Boots",882,940,134,172
744,"Ravaging Studded Boots",87,120,137,816
745,"Shaman's Banded Greaves of the Eagle",3057,3445,225,170
746,"Strong Swindler Pauldrons",125,211,72,157
747,"Berserker's Cabalist Boots",603,957,113,419
748,"Berserker's Cabalist Boots",346,395,97,419
749,"Shiro's Gloves",7247,9996,129,62
750,"Ravaging Swindler Pauldrons",71,163,109,1264
751,"Cleric's Banded Greaves of the Rata Sum",2917,3690,33,17
752,"Berserker's Cabalist Boots",319,397,87,676
753,"Ravaging Studded Boots",88,169,133,1563
754,"Berserker's Cabalist Boots",302,329,211,793
755,"Ravaging Swindler Pauldrons",102,138,96,1086
756,"Ravaging Swindler Pauldrons",63,179,96,1592
757,"Berserker's Cabalist Boots",305,330,146,526
758,"Cleric's Banded Greaves of Lyssa",3050,3367,207,160
759,"Carrion Cabalist Boots",650,957,126,322
760,"Ravaging Swindler Pauldrons",131,212,112,429
761,"Cleric's Banded Greaves of the Pack",3104,3421,240,172
762,"Carrion Cabalist Boots",276,340,126,842
763,"Rampager's Sneakthief Gloves of Lyssa",17560,31999,27,36
764,"Carrion Cabalist Boots",281,349,126,571
765,"Honed Swindler Pauldrons",63,200,109,482
766,"Honed Swindler Pauldrons",72,198,75,725
768,"Carrion Cabalist Boots",305,331,366,731
769,"Rampager's Sneakthief Gloves of Scavenging",12020,18098,28,44
770,"Carrion Cabalist Boots",300,339,97,689
771,"Honed Swindler Pauldrons",87,180,93,1043
773,"Honed Swindler Pauldrons",128,211,248,797
774,"Rampager's Cabalist Boots",650,945,75,107
775,"Aidan's Gloves",23555,33999,79,232
776,"Ravaging Swindler Boots",127,200,126,390
778,"Ravaging Swindler Pauldrons",70,198,165,572
779,"Rampager's Cabalist Boots",333,348,143,367
780,"Rampager's Cabalist Boots",257,390,115,298
781,"Ravaging Swindler Pauldrons",100,159,122,544
782,"Rampager's Cabalist Boots",304,311,492,1191
783,"Ravaging Swindler Boots",120,232,102,188
784,"Ravaging Swindler Pauldrons",101,235,118,403
785,"Shaman's Sneakthief Gloves of the Pack",12372,31212,25,39
786,"Rampager's Cabalist Boots",304,331,175,1400
787,"Ravaging Swindler Pauldrons",134,205,110,626
788,"Shaman's Cabalist Boots",337,349,175,552
789,"Shaman's Sneakthief Gloves of Mercy",9744,24079,24,37
790,"Strong Swindler Pauldrons",117,247,74,1095
791,"Shaman's Cabalist Boots",269,353,164,546
792,"Reyna's Gloves",78004,81199,38,84
793,"Shaman's Cabalist Boots",321,364,171,103
794,"Strong Swindler Pauldrons",125,270,112,566
795,"Shaman's Cabalist Boots",301,330,481,1095
796,"Strong Swindler Boots",126,217,120,969
797,"Strong Swindler Pauldrons",330,450,178,79
798,"Shaman's Cabalist Boots",300,350,67,421
799,"Strong Swindler Pauldrons",250,500,154,235
800,"Ravaging Swindler Pauldrons",134,208,165,288
801,"Berserker's Scallywag Greaves of Scavenging",30600,42973,36,68
802,"Berserker's Scallywag Greaves of the Citadel",5347,9596,162,81
803,"Cleric's Sneakthief Gloves of the Centaur",7717,19995,8,30
804,"Strong Swindler Boots",138,238,176,691
805,"Ravaging Swindler Pauldrons",132,269,145,507
806,"Cleric's Sneakthief Gloves of Strength",141121,179998,5,44
807,"Berserker's Scallywag Greaves of Vampirism",6522,9284,308,74
808,"Ravaging Swindler Pauldrons",334,430,227,49
809,"Ravaging Swindler Pauldrons",232,431,147,80
810,"Devona's Greaves",134769,160000,11,130
811,"Zho's Gloves",7294,10343,148,70
812,"Honed Swindler Pauldrons",127,220,140,1158
813,"Strong Swindler Boots",312,500,155,617
814,"Honed Swindler Pauldrons",133,247,130,246
816,"Honed Swindler Pauldrons",331,487,147,342
817,"Honed Swindler Pauldrons",214,296,134,1042
818,"Ravaging Swindler Pauldrons",118,293,91,445
820,"Carrion Scallywag Greaves of Lyssa",20232,28074,39,60
821,"Strong Swindler Boots",249,474,184,374
822,"Ravaging Swindler Pauldrons",195,395,186,193
823,"Ravaging Swindler Pauldrons",268,495,163,173
824,"Berserker's Sneakthief Gloves of the Citadel",3019,9467,266,40
825,"Vatlaaw's Gloves",8356,12499,141,74
826,"Ravaging Swindler Pauldrons",132,287,197,139
827,"Carrion Scallywag Greaves of Dwayna",6504,9016,269,61
828,"Berserker's Privateer Shoulders",171,445,171,252
829,"Berserker's Privateer Shoulders",72,172,44,50
830,"Carrion Scallywag Greaves of Lyssa",7002,9490,161,121
831,"Ravaging Swindler Boots",125,230,188,330
832,"Berserker's Privateer Shoulders",79,160,98,282
833,"Mighty Studded Gloves",73,328,154,1973
834,"Sheena's Greaves",7012,9888,187,38
835,"Mighty Studded Gloves",61,372,296,2643
836,"Berserker's Privateer Shoulders",92,115,338,709
837,"Berserker's Privateer Shoulders",80,120,323,507
838,"Carrion Privateer Shoulders",111,404,161,203
839,"Ravaging Swindler Boots",136,276,152,718
840,"Carrion Privateer Shoulders",79,194,91,45
841,"Rampager's Scallywag Greaves of the Dolyak",17132,52555,8,27
842,"Mighty Studded Gloves",86,175,323,1831
843,"Carrion Privateer Shoulders",81,210,29,170
844,"Carrion Privateer Shoulders",76,144,265,497
845,"Precise Studded Gloves",47,294,82,2225
846,"Rampager's Scallywag Greaves of Infiltration",6951,10499,26,65
847,"Precise Studded Gloves",41,290,85,1572
848,"Koss' Greaves",7005,10003,387,70
849,"Carrion Privateer Shoulders",79,195,322,412
850,"Mighty Magician Boots of the Flame Legion",254,380,398,869
851,"Rampager's Privateer Shoulders",161,341,125,911
852,"Ravaging Swindler Boots",307,467,152,83
853,"Shaman's Scallywag Greaves of Dwayna",9316,17548,20,65
854,"Mighty Magician Boots of Hoelbrak",402,746,285,880
855,"Rampager's Privateer Shoulders",67,100,86,26
856,"Precise Studded Gloves",43,454,65,48
857,"Strong Magician Boots of Vampirism",536,829,176,1052
858,"Rampager's Privateer Shoulders",72,149,139,130
859,"Shaman's Scallywag Greaves of the Flame Legion",10157,16994,27,46
860,"Strong Magician Boots of Lyssa",401,1028,63,431
861,"Rampager's Privateer Shoulders",75,275,376,449
862,"Ravaging Swindler Boots",216,462,178,96
863,"Strong Magician Boots of the Flock",392,525,122,766
864,"Ravaging Magician Boots of Grenth",513,801,78,605
865,"Rampager's Privateer Shoulders",75,145,525,55
866,"Jalis' Greaves",22604,26499,130,104
867,"Vital Studded Gloves",65,130,84,1911
868,"Vital Studded Gloves",60,225,144,1299
869,"Ravaging Magician Boots of Vampirism",445,550,132,975
870,"Shaman's Privateer Shoulders",81,149,131,418
871,"Strong Cabalist Boots of Grenth",408,708,103,377
872,"Strong Cabalist Boots of the Grove",707,1074,136,199
873,"Shaman's Privateer Shoulders",87,140,88,217
874,"Cleric's Scallywag Greaves of the Rata Sum",5831,35823,9,26
875,"Shaman's Privateer Shoulders",80,176,118,241
876,"Cleric's Scallywag Greaves of Rage",7512,21696,16,52
877,"Vital Studded Gloves",50,180,57,489
878,"Shaman's Privateer Shoulders",75,199,105,159
879,"Strong Cabalist Boots of Rage",912,1070,127,198
880,"Ravaging Magician Boots of Lyssa",390,509,106,562
881,"Honed Swindler Boots",133,235,217,544
882,"Malign Studded Gloves",58,155,229,568
883,"Ravaging Cabalist Boots of Lyssa",408,599,128,356
884,"Shaman's Privateer Shoulders",0,162,282,0
885,"Ravaging Cabalist Boots of the Dolyak",906,1039,131,442
886,"Rurik's Greaves",6807,10093,285,47
887,"Ravaging Cabalist Boots of Balthazar",918,1074,115,211
888,"Malign Studded Gloves",55,139,101,847
890,"Honed Swindler Boots",124,250,94,560
891,"Honed Cabalist Boots of Lyssa",411,2009,121,280
893,"Honed Cabalist Boots of Balthazar",402,522,106,597
894,"Honed Cabalist Boots of the Traveler",988,1099,191,258
895,"Malign Studded Gloves",47,209,60,1278
896,"Galrath's Greaves",8429,11617,167,97
897,"Honed Cabalist Boots of the Eagle",772,928,169,478
898,"Strong Studded Gloves",63,161,147,570
899,"Ravaging Cabalist Boots of the Rata Sum",908,1044,185,525
900,"Honed Swindler Boots",329,484,181,113
901,"Ravaging Cabalist Boots of Dwayna",731,914,145,235
902,"Berserker's Cabalist Boots of Infiltration",718,811,168,443
903,"Berserker's Scallywag Greaves of the Traveler",59800,69083,152,76
904,"Berserker's Cabalist Boots of the Flame Legion",323,487,88,453
905,"Strong Studded Gloves",67,158,107,1082
906,"Berserker's Cabalist Boots of Infiltration",286,397,92,290
907,"Strong Swindler Gloves",87,149,123,411
908,"Berserker's Cabalist Boots of Divinity",327,389,246,361
909,"Honed Swindler Boots",211,318,183,545
910,"Carrion Cabalist Boots of Infiltration",659,760,109,164
911,"Carrion Cabalist Boots of the Traveler",280,444,41,635
912,"Carrion Cabalist Boots of Melandru",309,395,122,745
913,"Strong Swindler Gloves",106,245,105,683
914,"Carrion Cabalist Boots of the Grove",334,384,279,1093
915,"Ravaging Studded Gloves",72,120,145,1038
916,"Carrion Cabalist Boots of the Eagle",341,385,810,1651
917,"Ravaging Swindler Boots",127,235,155,830
918,"Rampager's Cabalist Boots of the Pack",275,479,88,941
919,"Rampager's Cabalist Boots of Hoelbrak",305,498,229,1011
920,"Ravaging Studded Gloves",116,150,40,937
921,"Rampager's Cabalist Boots of Balthazar",341,387,521,825
922,"Rampager's Cabalist Boots of Strength",310,349,327,2432
923,"Ravaging Swindler Gloves",76,168,124,344
924,"Shaman's Cabalist Boots of Scavenging",311,440,118,340
925,"Shaman's Cabalist Boots of Rage",306,404,176,1045
926,"Ravaging Swindler Boots",198,400,188,329
927,"Ravaging Swindler Gloves",113,250,87,638
928,"Shaman's Cabalist Boots of the Rata Sum",341,390,588,557
929,"Shaman's Cabalist Boots of Strength",341,389,625,1289
930,"Ravaging Swindler Boots",161,464,104,247
931,"Cleric's Cabalist Boots of Dwayna",339,477,101,452
932,"Cleric's Cabalist Boots of the Lich",320,392,120,634
933,"Honed Studded Gloves",81,99,105,1947
934,"Cleric's Cabalist Boots of the Eagle",323,365,471,2054
935,"Honed Studded Gloves",72,138,135,739
936,"Cleric's Cabalist Boots of Divinity",323,379,259,1650
937,"Honed Swindler Gloves",81,199,89,480
938,"Mighty Swindler Pauldrons of the Rata Sum",106,377,343,1909
939,"Strong Cabalist Boots of Melandru",1354,1754,187,164
940,"Mighty Swindler Pauldrons of the Flame Legion",98,313,304,1464
941,"Strong Cabalist Boots of Grenth",566,1461,401,560
942,"Ravaging Swindler Boots",165,278,171,680
943,"Honed Swindler Gloves",130,222,134,1168
944,"Strong Swindler Pauldrons of Vampirism",100,203,262,537
945,"Strong Swindler Pauldrons of the Flock",89,190,282,492
946,"Strong Cabalist Boots of the Afflicted",1014,1613,67,135
947,"Ravaging Cabalist Boots of Vampirism",2560,7889,86,81
948,"Berserker's Privateer Boots",168,333,140,249
949,"Ravaging Studded Gloves",79,138,108,832
950,"Ravaging Cabalist Boots of Grenth",425,822,120,172
951,"Strong Swindler Pauldrons of Lyssa",131,181,540,527
952,"Strong Conjurer Shoes of Divinity",1235,2747,137,191
953,"Ravaging Swindler Pauldrons of the Centaur",102,197,271,866
954,"Ravaging Studded Gloves",84,175,188,481
955,"Berserker's Conjurer Shoes of Melandru",701,2000,54,184
956,"Ravaging Swindler Pauldrons of Vampirism",107,198,173,1267
957,"Berserker's Privateer Boots",63,225,109,170
958,"Berserker's Conjurer Shoes of Dwayna",3187,4245,22,42
959,"Berserker's Conjurer Shoes of the Grove",3174,3493,205,611
960,"Strong Privateer Shoulders of Scavenging",153,300,138,260
961,"Strong Privateer Shoulders of Strength",161,512,135,631
962,"Ravaging Conjurer Shoes of the Centaur",956,1625,95,70
963,"Ravaging Swindler Gloves",120,233,157,408
964,"Carrion Conjurer Shoes of the Citadel",1137,1431,142,96
