Name,Profit,Buy Price,Sell Price,Demand,Supply,Margin
"Cleric's Masquerade Boots",5605.15,2875,9979,148,20,194.96173913043
"Berserker's Masquerade Boots",5625.25,3727,11005,36,7,150.93238529649
"Rampager's Masquerade Boots",4313.6,3943,9716,63,18,109.3989348212
"Knight's Masquerade Boots",5078.7,2962,9462,62,14,171.46185010128
"Valkyrie Masquerade Boots",5621.65,2867,9989,15,6,196.08126961981
"Valkyrie Winged Boots",3607.9,907,5314,185,6,397.78390297685
"Berserker's Exalted Pants",11007.65,44656,65489,84,32,24.6498790756
"Rampager's Exalted Pants",4339.75,15544,23395,67,63,27.919132784354
"Knight's Exalted Pants",4809.9,41508,54494,36,27,11.587886672449
"Valkyrie Exalted Pants",3858,29800,39600,40,25,12.946308724832
"Carrion Masquerade Leggings",13532.45,3463,19997,55,10,390.77245163153
"Rampager's Masquerade Leggings",8225.5,3664,13990,46,24,224.49508733624
"Valkyrie Masquerade Leggings",13318.3,3678,19998,41,33,362.10712343665
"Valkyrie Winged Pants",3659.15,2713,7499,231,44,134.87467747881
"Carrion Winged Pants",5295.15,2777,9499,528,39,190.67879006122
"Knight's Winged Pants",3400.65,2861,7369,219,34,118.86228591402
"Rampager's Winged Pants",2893.1,3400,7406,179,23,85.091176470588
"Berserker's Winged Pants",2663.55,2063,5563,167,41,129.11051866214
"Cleric's Winged Pants",3685.9,2682,7494,330,30,137.43102162565
"Berserker's Winged Pants",2660.75,3776,7575,86,36,70.464777542373
"Cleric's Winged Pants",3814.75,2622,7575,109,21,145.49008390542
"Valkyrie Winged Pants",4280.65,3001,8569,117,23,142.64078640453
"Carrion Winged Pants",5670.95,3479,10767,122,15,163.00517390055
"Knight's Winged Pants",3700,3523,8500,75,45,105.02412716435
"Rampager's Winged Pants",3391,3322,7900,104,39,102.07706201084
"Cleric's Exalted Masque",2858,12100,17600,73,55,23.619834710744
"Rampager's Exalted Masque",2765.4,8303,13024,67,63,33.306033963628
"Carrion Masquerade Mask",5234.85,3162,9881,80,12,165.555028463
"Cleric's Masquerade Mask",5623.15,2772,9879,45,27,202.85533910534
"Berserker's Masquerade Mask",3781.05,2467,7353,32,19,153.2650993109
"Rampager's Masquerade Mask",2594.5,3566,7250,69,27,72.756590016826
"Knight's Masquerade Mask",2674.95,3262,6987,78,10,82.003372164316
"Valkyrie Masquerade Mask",4180.1,2674,8066,45,12,156.32385938669
"Cleric's Exalted Gloves",3408,10700,16600,117,71,31.85046728972
"Berserker's Exalted Gloves",4737.05,42005,54993,85,38,11.27734793477
"Knight's Exalted Gloves",5412.15,21445,31599,52,50,25.237351363954
"Carrion Masquerade Gloves",6463.95,3009,11147,142,13,214.82053838485
"Rampager's Masquerade Gloves",3791.15,3397,8459,45,13,111.60288489844
"Knight's Masquerade Gloves",4752.9,2873,8974,25,7,165.43334493561
"Valkyrie Masquerade Gloves",3809.6,2900,7896,38,6,131.36551724138
"Carrion Exalted Coat",4410.5,8159,14790,159,100,54.056869714426
"Berserker's Exalted Coat",4839.3,37742,50098,109,59,12.822055005034
"Berserker's Feathered Vestments",2689,1559,5000,738,50,172.48236048749
"Carrion Masquerade Raiments",7133.25,3205,12165,88,19,222.56630265211
"Cleric's Masquerade Raiments",6244.05,3166,11073,31,8,197.22204674668
"Berserker's Masquerade Raiments",8120.95,3001,13087,25,16,270.60813062313
"Rampager's Masquerade Raiments",6778.75,3075,11595,42,12,220.44715447154
"Valkyrie Masquerade Raiments",7990,3058,13000,24,9,261.28188358404
"Carrion Winged Tunic",2192.3,1714,4598,224,49,127.90548424737
"Berserker's Winged Tunic",2220.35,1170,3991,168,53,189.7735042735
"Cleric's Winged Tunic",2604,879,4100,173,44,296.2457337884
"Valkyrie Winged Tunic",2555.75,1093,4295,151,67,233.82891125343
"Rampager's Winged Tunic",2112.15,1285,3999,136,77,164.36964980545
"Carrion Winged Mantle",2553,760,3900,455,7,335.92105263158
"Berserker's Exalted Mantle",5895,32353,45000,87,29,18.220875962044
"Rejuvenating Masquerade Mantle",5315.5,4024,10990,30,29,132.0949304175
"Honed Masquerade Mantle",2026,3412,6400,79,28,59.378663540445
"Strong Masquerade Mantle",2730.6,2789,6496,60,41,97.906059519541
"Hearty Masquerade Mantle",3090.95,6671,11487,72,45,46.334132813671
"Hearty Masquerade Mantle",2510.25,5618,9565,55,46,44.682271270915
"Cleric's Masquerade Mantle",3458.95,2206,6667,78,11,156.79737080689
"Valkyrie Masquerade Mantle",9708.3,3038,14998,42,13,319.56221198157
"Berserker's Masquerade Mantle",9680.75,7228,19895,27,21,133.93400664084
"Carrion Masquerade Boots",11462.5,5493,19950,46,12,208.67467686146
"Cleric's Masquerade Boots",11524.6,4705,19096,57,11,244.94367693943
"Berserker's Masquerade Boots",18976,5672,29000,39,11,334.5557122708
"Rampager's Masquerade Boots",10043.5,7677,20850,50,22,130.82584342842
"Hearty Masquerade Boots",3875.9,4617,9994,90,20,83.948451375352
"Ravaging Masquerade Boots",4154,3392,8880,73,19,122.46462264151
"Honed Masquerade Boots",3337.15,5075,9899,41,15,65.756650246305
"Strong Masquerade Boots",2475.3,4967,8758,29,26,49.834910408697
"Vigorous Masquerade Boots",4558.3,3377,9338,26,13,134.98075214688
"Hearty Masquerade Boots",5839.05,3758,11293,51,16,155.37653006919
"Carrion Masquerade Raiments",3713.9,4813,10034,34,16,77.163931020154
"Cleric's Masquerade Raiments",4713.9,5479,11994,38,15,86.035772951268
"Valkyrie Masquerade Raiments",4337.95,4251,10107,17,10,102.0454010821
"Berserker's Masquerade Raiments",7728.5,4756,14690,39,20,162.5
"Vigorous Masquerade Raiments",4883.35,3607,9991,30,9,135.38536179651
"Hearty Masquerade Raiments",2480.5,6009,9990,48,39,41.279747046098
"Ravaging Masquerade Raiments",4397.35,4059,9951,36,24,108.33579699433
"Rejuvenating Masquerade Raiments",19435.15,6062,29999,67,13,320.60623556582
"Honed Masquerade Raiments",4005.3,4406,9898,48,11,90.905583295506
"Strong Masquerade Raiments",3371.45,5124,9997,32,18,65.797228727557
"Vigorous Masquerade Raiments",4393.9,4099,9994,44,21,107.19443766772
"Hearty Masquerade Raiments",8607.3,7539,18998,69,13,114.1703143653
"Carrion Masquerade Mask",4735.5,4400,10750,27,16,107.625
"Cleric's Masquerade Mask",2700.05,5622,9793,33,31,48.026503023835
"Rampager's Masquerade Mask",4293.5,5012,10950,45,32,85.664405426975
"Honed Masquerade Mask",2478.15,3469,6999,53,40,71.437013548573
"Hearty Masquerade Mask",3094.5,4528,8970,39,21,68.341431095406
"Ravaging Masquerade Mask",2416.55,3500,6963,26,21,69.044285714286
"Rejuvenating Masquerade Mask",3162.6,5162,9796,37,25,61.266950794266
"Honed Masquerade Mask",3192.45,3178,7497,60,16,100.45468848332
"Vigorous Masquerade Mask",2469.2,3472,6992,52,24,71.117511520737
"Carrion Masquerade Leggings",9838,8435,21500,49,14,116.6330764671
"Cleric's Masquerade Leggings",13406.45,7839,24997,93,10,171.02245184335
"Valkyrie Masquerade Leggings",15372.2,5869,24992,26,16,261.92196285568
"Berserker's Masquerade Leggings",14298.5,7842,26050,41,37,182.33231318541
"Knight's Masquerade Leggings",9994.5,8746,22050,27,19,114.27509718729
"Strong Masquerade Leggings",4470.75,5723,11995,143,38,78.118993534859
"Vigorous Masquerade Leggings",4816.5,6223,12990,63,14,77.398360919171
"Hearty Masquerade Leggings",3550,5373,10500,70,16,66.07109622185
"Ravaging Masquerade Leggings",3844.15,4653,9999,38,27,82.616591446379
"Honed Masquerade Leggings",2450.45,6045,9997,123,13,40.536807278743
"Vigorous Masquerade Leggings",3350.9,5074,9914,68,15,66.040599132834
"Hearty Masquerade Leggings",7187.65,7982,17849,104,21,90.048233525432
"Cleric's Masquerade Gloves",5400.15,3097,9999,27,15,174.36712948014
"Rampager's Masquerade Gloves",3074.75,4382,8775,20,12,70.167731629393
"Ravaging Masquerade Gloves",2672.15,3275,6999,45,24,81.592366412214
"Hearty Masquerade Gloves",3340.25,5145,9985,58,14,64.922254616132
"Ravaging Masquerade Gloves",2606.45,2880,6457,47,44,90.501736111111
"Honed Leather Pants",2242.8,567,3308,130,56,395.55555555556
"Berserker's Rascal Pants",3761.6,3526,8576,256,64,106.68179239932
"Cleric's Noble Pants",5003.4,2461,8784,43,9,203.30759853718
"Berserker's Noble Pants",2501.5,5988,9990,96,86,41.775217100868
"Rampager's Noble Pants",3887.5,2902,7990,25,7,133.95933838732
"Knight's Noble Pants",5175.65,2293,8789,14,6,225.7152202355
"Carrion Emblazoned Pants",7682.05,13560,24993,124,32,56.652286135693
"Cleric's Emblazoned Pants",2151.45,6344,9997,91,82,33.91314627995
"Rampager's Emblazoned Pants",18837.3,15159,39998,60,24,124.26479319216
"Knight's Emblazoned Pants",9977,26146,42500,60,29,38.158800581351
"Valkyrie Emblazoned Pants",8313.4,38047,54544,54,41,21.85034299682
"Berserker's Rascal Coat",3362.15,2500,6899,225,28,134.486
"Rampager's Rascal Coat",2513.9,709,3794,436,26,354.56981664316
"Carrion Noble Coat",4041.8,3511,8888,29,12,115.11819994304
"Cleric's Noble Coat",3301.5,3063,7490,82,12,107.78648383937
"Berserker's Noble Coat",5760.5,3630,11050,39,20,158.6914600551
"Rampager's Noble Coat",3383.5,3066,7590,25,12,110.35551206784
"Knight's Noble Coat",4532.5,2648,8450,15,14,171.166918429
"Valkyrie Noble Coat",3817.35,2616,7571,20,10,145.92316513761
"Carrion Emblazoned Coat",7208,8345,18300,73,34,86.375074895147
"Rampager's Emblazoned Coat",3654.7,10149,16242,81,69,36.010444378757
"Valkyrie Emblazoned Coat",10056.55,21105,36663,79,31,47.65008291874
"Berserker's Noble Gloves",4651,2997,9000,27,12,155.18852185519
"Rampager's Emblazoned Gloves",3478.8,5961,11108,161,101,58.359335681933
"Carrion Noble Boots",3646.4,1047,5524,29,18,348.27125119389
"Cleric's Noble Boots",5784.5,2688,9970,60,15,215.19717261905
"Rampager's Noble Boots",3895.95,1769,6667,27,9,220.23459581685
"Carrion Emblazoned Boots",6162.45,7348,15897,63,58,83.865677735438
"Berserker's Emblazoned Boots",4520.15,41292,53899,88,64,10.946793567761
"Rampager's Emblazoned Boots",8378.45,8617,19997,88,62,97.23163513984
"Knight's Emblazoned Boots",3256.15,12041,17999,109,101,27.042189186945
"Valkyrie Emblazoned Boots",9215.9,33243,49954,55,30,27.722828866227
"Rampager's Noble Shoulders",3835.5,2869,7890,11,8,133.68769606135
"Carrion Emblazoned Shoulders",5442.6,11552,19996,120,45,47.11391966759
"Cleric's Emblazoned Shoulders",2348.9,6144,9994,158,112,38.230794270833
"Rampager's Emblazoned Shoulders",5619.2,7156,15032,90,37,78.524315259922
"Valkyrie Emblazoned Shoulders",8401.65,38303,54949,76,50,21.934704853406
"Valkyrie Noble Mask",2477.65,1302,4449,38,25,190.29569892473
"Carrion Emblazoned Helm",3477.6,8247,13796,130,83,42.168061113132
"Cleric's Emblazoned Helm",2447.35,6009,9951,131,126,40.728074554834
"Rampager's Emblazoned Helm",3493.65,9245,14989,80,73,37.789616008653
"Ravaging Noble Pants",4749.9,3658,9894,40,11,129.84964461454
"Rejuvenating Noble Pants",2276,3672,7000,25,18,61.9825708061
"Honed Noble Pants",3535.45,3158,7877,35,9,111.95218492717
"Strong Noble Pants",2134.7,5073,8482,67,27,42.079637295486
"Hearty Noble Pants",3614.4,5482,10704,69,34,65.932141554177
"Rejuvenating Noble Pants",6591.2,1883,9972,21,19,350.03717472119
"Vigorous Noble Pants",2707.15,3240,6999,60,30,83.554012345679
"Hearty Noble Pants",2493.95,5976,9967,54,48,41.732764390897
"Carrion Noble Pants",9203.9,5069,16794,35,18,181.57230222924
"Cleric's Noble Pants",2590.75,6396,10575,77,33,40.505784865541
"Valkyrie Noble Pants",6333.35,4996,13331,37,8,126.76841473179
"Berserker's Noble Pants",3118.25,7662,12685,55,30,40.697598538241
"Rampager's Noble Pants",5273.85,6200,13501,18,11,85.062096774194
"Knight's Noble Pants",3320.35,6122,11111,21,10,54.236360666449
"Ravaging Noble Coat",2900.15,3676,7739,31,6,78.894178454842
"Rejuvenating Noble Coat",4366,3707,9500,37,15,117.7771783113
"Honed Noble Coat",4746.75,3662,9895,51,7,129.62179137084
"Strong Noble Coat",2048.95,4313,7487,62,21,47.506376072339
"Vigorous Noble Coat",2470.15,3579,7119,84,16,69.017882089969
"Hearty Noble Coat",2103.1,6689,10346,83,47,31.441172073554
"Hearty Noble Coat",2378.1,5207,8926,63,48,45.671211830229
"Carrion Noble Coat",5406,3092,10000,18,6,174.8382923674
"Cleric's Noble Coat",5867.2,3491,11012,42,12,168.06645660269
"Berserker's Noble Coat",2109,8089,12000,56,32,26.072444059834
"Rampager's Noble Coat",2929.6,4052,8216,16,13,72.300098716683
"Knight's Noble Coat",5494.2,4017,11192,42,10,136.77371172517
"Hearty Noble Gloves",3426.25,5484,10485,86,38,62.477206418673
"Rejuvenating Noble Gloves",2170.7,2062,4982,41,10,105.27158098933
"Hearty Noble Gloves",3713.65,4316,9449,42,31,86.043790546803
"Carrion Noble Gloves",5242,2389,8980,63,10,219.42235244872
"Cleric's Noble Gloves",2435.5,2569,5890,29,18,94.803425457376
"Berserker's Noble Gloves",3320.15,6282,11299,56,12,52.851798790194
"Hearty Noble Boots",3693.95,5643,10987,95,34,65.460747829169
"Ravaging Noble Boots",3066.15,2881,6999,63,36,106.42658799028
"Rejuvenating Noble Boots",3213.15,1799,5899,15,9,178.60755975542
"Honed Noble Boots",2256.3,3690,6998,75,40,61.146341463415
"Vigorous Noble Boots",3661.1,2190,6886,127,37,167.17351598174
"Cleric's Noble Boots",2749.5,3190,6990,37,16,86.191222570533
"Valkyrie Noble Boots",6380.05,2027,9893,26,24,314.7533300444
"Berserker's Noble Boots",3478.45,5986,11137,104,16,58.109756097561
"Knight's Noble Boots",5070.95,4419,11167,31,15,114.75333785924
"Honed Noble Shoulders",3322.3,3355,7858,40,20,99.025335320417
"Strong Noble Shoulders",2042.1,4319,7486,30,17,47.281778189396
"Vigorous Noble Shoulders",3544.85,1163,5541,80,38,304.80223559759
"Hearty Noble Shoulders",6581.7,2751,10982,118,20,239.24754634678
"Hearty Noble Shoulders",4715.8,3296,9428,52,33,143.07645631068
"Carrion Noble Shoulders",6286.75,4757,12995,41,33,132.15787260879
"Knight's Noble Shoulders",4909.15,6274,13159,86,15,78.245935607268
"Rejuvenating Noble Mask",3094.85,3619,7901,27,15,85.516717325228
"Vigorous Noble Mask",3229.3,2717,6998,72,45,118.85535517114
"Hearty Noble Mask",2818.8,6298,10728,98,95,44.757065735154
"Honed Noble Mask",3067,4343,8720,90,29,70.619387520147
"Vigorous Noble Mask",2667.65,2234,5769,48,39,119.41136974038
"Carrion Noble Mask",4204.1,4639,10406,40,10,90.625134727312
"Valkyrie Noble Mask",7469.15,2643,11899,20,8,282.60121074537
"Berserker's Noble Mask",2187.25,7301,11165,68,45,29.958224900699
"Knight's Noble Mask",4647.05,4219,10433,38,19,110.14576913961
"Giant Chocolate Omnomberry Cake",2476.5,4823,8590,835,437,51.347708894879
"Tray of Chocolate Omnomberry Creams",5159.6,2570,9096,1017,60,200.7626459144
"Tray of Omnomberry Cookies",3231.3,3140,7498,772,115,102.9076433121
"Tray of Omnomberry Tarts",2680.5,4075,7950,875,47,65.779141104294
"Feast of Pepper Steaks",7630.25,2912,12405,325,31,262.02781593407
"Feast of Super Veggie Pizzas",2538,1030,4200,1413,130,246.40776699029
"Feast of Roast Meat with Braised Leeks",2305.8,1592,4588,693,74,144.83668341709
"Feast of Fancy Truffle Burgers",5101.3,2120,8498,488,59,240.62735849057
"Feast of Lemongrass Poultry",5412.3,20084,29998,791,86,26.948317068313
"Feast of Lotus Stirfry",4477.65,3161,8989,963,99,141.65295792471
"Feast of Truffle Steak Dinner",5534.35,11201,19691,418,149,49.409427729667
"Feast of Hummus",3459.5,1256,5550,593,233,275.43789808917
"Feast of Fire Salsa",5864.75,6879,14995,1045,91,85.255851141154
"Feast of Lotus Fries",2783.3,1463,4998,1726,175,190.24606971975
"Tray of Omnomberry Bread",3831.15,8576,14599,2960,14,44.672924440299
"Pot of Spiced Meat and Cabbage Stew",2515.1,752,3846,555,122,334.45478723404
"Pot of Butternut Squash Soup",7475.5,4074,13590,307,26,183.49288168876
"Pot of Curry Butternut Squash Soup",3129.25,18004,24865,472,365,17.380859808931
"Pot of Fire Veggie Chili",4932.45,2458,8697,580,167,200.66924328723
"Pot of Lemongrass Poultry Soup",3516.15,28101,37199,479,447,12.512544037579
"Pot of Orrian Truffle and Meat Stew",3712.15,6485,11999,392,135,57.242097147263
"Pot of Orrian Truffle Soup",9258.5,10774,23570,535,45,85.933729348431
"Unidentified Blue Dye",8376,10322,22000,253,137,81.147064522379
"Unidentified Brown Dye",2221,3370,6580,215,155,65.905044510386
"Unidentified Green Dye",4055.15,10001,16539,226,49,40.547445255474
"Unidentified Orange Dye",2675.2,4116,7992,1083,182,64.995140913508
"Unidentified Purple Dye",2018.1,4003,7086,619,235,50.414688983263
"Unidentified Red Dye",2170.15,7007,10799,244,176,30.971171685457
"Unidentified Gray Dye",2768.65,4547,8609,1156,144,60.889597536837
"Unidentified Green Dye",2032,3236,6200,420,124,62.793572311496
"Linen Coat Panel",2854.9,4414,8554,1281,185,64.67829632986
"Ring of Lapis",115772.7,64597,212202,1043,11,179.22302893323
"Earring of Lapis",59398.1,135000,228706,1191,10,43.998592592593
"Ruby Mithril Ring of Ruby",3180.55,15112,21523,130,126,21.046519322393
"Ruby Mithril Earring of Ruby",3744.8,15368,22488,214,90,24.367516918272
"Ruby Mithril Amulet of Ruby",4505,7818,14500,153,139,57.623433103095
"Beryl Orichalcum Amulet of Beryl",17745.4,17701,41704,53,46,100.25083328626
"Darksteel Earring",68584.3,101412,199998,503,22,67.629373249714
"Lucky Pink Rabbit's Foot",8561.9,20416,34094,199,15,41.937206112853
"Peridot Silver Ring of Peridot",3494.1,1031,5326,90,31,338.90397672163
"Lapis Silver Ring of Lapis",2379,1614,4700,101,80,147.39776951673
"Peridot Silver Earring of Peridot",2834.05,1646,5273,96,66,172.1780072904
"Carnelian Silver Amulet of Carnelian",2021,3247,6200,157,61,62.24206960271
"Cleric's Primordus Staff",114733,190415,359000,77,11,60.254181655857
"Valkyrie Primordus Staff",78592.35,210398,339991,166,18,37.354133594426
"Berserker's Primordus Staff",39747.3,261999,354998,150,11,15.170783094592
"Knight's Primordus Staff",86007,211406,349900,165,22,40.68332970682
"Carrion Primordus Scepter",60396.15,160601,259999,85,9,37.606334954328
"Cleric's Primordus Scepter",90110.05,123878,251753,81,10,72.740962882836
"Berserker's Primordus Scepter",72947.15,169300,284999,156,10,43.087507383343
"Rampager's Primordus Scepter",54453.75,160267,252615,38,9,33.976894806791
"Knight's Primordus Scepter",74313.9,140287,252474,10,6,52.972762978751
"Carrion Primordus Focus",71939.2,98052,199992,51,10,73.368416758455
"Cleric's Primordus Focus",51207.6,110287,189996,40,10,46.431220361421
"Berserker's Primordus Focus",102509.6,122735,264996,92,7,83.521082005948
"Rampager's Primordus Focus",19732,110333,153020,14,10,17.884041945746
"Knight's Primordus Focus",83478.15,110319,227999,29,7,75.669784896527
"Carrion Primordus Short Bow",117090,180408,350000,26,9,64.902886789943
"Valkyrie Primordus Short Bow",128589.1,160397,339986,41,11,80.169267505003
"Berserker's Primordus Short Bow",64094.2,250397,369992,129,13,25.597031913322
"Rampager's Primordus Short Bow",127459.45,170019,349977,267,12,74.967768308248
"Carrion Primordus Warhorn",74080.3,130001,240098,21,7,56.984407812248
"Valkyrie Primordus Warhorn",75047.05,120275,229793,24,9,62.396217002702
"Berserker's Primordus Warhorn",63974.3,140022,239998,15,7,45.688748910885
"Knight's Primordus Warhorn",80434.15,130278,247899,29,10,61.740393619798
"Cleric's Primordus Torch",83826.5,102738,219490,19,8,81.592497420623
"Valkyrie Primordus Torch",76331.1,110417,219706,53,6,69.12984413632
"Berserker's Primordus Torch",55221.05,140271,229993,60,15,39.367403098288
"Rampager's Primordus Torch",65211.25,130359,230085,25,15,50.024355817397
"Carrion Primordus Longbow",116994,180504,350000,29,9,64.815184151044
