id,name,buy,sell,supply,demand
592,"Shaman's Reinforced Scale Boots of Mercy",1,156,1550,1
593,"Strong Studded Boots",106,507,834,2001
594,"Rampager's Seer Boots of Melandru",6104,12983,49,96
595,"Shaman's Marauder Helm of Lyssa",2214,3814,95,94
596,"Rampager's Seer Boots of Rage",80117,140000,13,43
597,"Shaman's Marauder Helm of Scavenging",2254,2690,469,78
598,"Norgu's Boots",7084,10077,146,205
599,"Strong Studded Boots",241,341,227,2344
600,"Shaman's Seer Boots of the Flame Legion",6197,11542,74,87
601,"Rampager's Privateer Coat",113,125,2514,181
602,"Shaman's Marauder Helm of Hoelbrak",2700,2884,352,297
603,"Cleric's Reinforced Scale Boots of Dwayna",0,181,429,0
604,"Shaman's Seer Boots of the Dolyak",10761,24997,49,64
605,"Cleric's Marauder Helm of Rage",2203,3003,78,218
606,"Cleric's Reinforced Scale Boots of the Pack",0,184,320,0
607,"Cleric's Marauder Helm of the Traveler",1890,2590,423,209
608,"Tahlkora's Boots",9014,9105,158,77
609,"Rampager's Privateer Coat",0,117,1542,0
610,"Cleric's Marauder Helm of Vampirism",2467,2678,460,220
611,"Cleric's Reinforced Scale Boots of the Dolyak",1,151,1022,4
612,"Shaman's Privateer Coat",96,124,385,19
613,"Cleric's Seer Boots of Scavenging",3320,7320,57,39
615,"Cleric's Seer Boots of the Lich",9088,10088,22,45
616,"Mhenlo's Boots",4808,8304,336,61
619,"Shaman's Privateer Coat",0,170,358,0
620,"Strong Swindler Boots",242,377,742,3004
621,"Cleric's Reinforced Scale Boots of Scavenging",0,156,2349,0
624,"Strong Swindler Boots",323,600,151,917
625,"Strong Banded Greaves of the Dolyak",1081,3182,122,191
626,"Berserker's Seer Boots of the Flame Legion",4704,7677,164,92
627,"Berserker's Banded Greaves of the Lich",1339,8237,28,131
628,"Shaman's Privateer Coat",0,147,819,0
629,"Khilbron's Boots",8021,9576,161,161
630,"Shaman's Privateer Coat",0,169,489,0
631,"Mighty Country Boots",100,159,333,1695
632,"Berserker's Banded Greaves of Hoelbrak",3187,5500,106,137
633,"Mighty Country Boots",114,189,941,948
634,"Mighty Country Boots",153,469,182,796
635,"Berserker's Sneakthief Shoulderguards of the Citadel",20337,50030,36,99
636,"Precise Country Boots",114,169,112,915
637,"Shaman's Privateer Coat",0,117,1821,0
638,"Precise Country Boots",104,203,260,740
639,"Berserker's Sneakthief Shoulderguards of Balthazar",4270,10000,79,126
640,"Berserker's Banded Greaves of the Eagle",2505,2899,382,194
641,"Berserker's Sneakthief Shoulderguards of Grenth",4014,7500,315,102
642,"Precise Country Boots",124,298,97,2209
643,"Vital Country Boots",85,175,196,1650
644,"Ravaging Studded Boots",275,398,108,1544
645,"Strong Reinforced Scale Boots of the Citadel",889,1389,440,14
646,"Nika's Pauldrons",41902,57600,139,124
647,"Vital Country Boots",145,335,304,1065
648,"Ravaging Swindler Boots",242,452,282,1717
649,"Strong Reinforced Scale Boots of the Dolyak",346,1416,349,329
650,"Vital Country Boots",192,289,112,823
651,"Carrion Sneakthief Shoulderguards of the Flame Legion",4216,13431,93,54
652,"Strong Reinforced Scale Boots of the Eagle",1856,6824,210,306
653,"Mighty Studded Gloves",24,159,144,7164
654,"Malign Country Boots",104,187,220,789
655,"Carrion Sneakthief Shoulderguards of the Flock",5260,7660,241,68
656,"Malign Country Boots",115,311,75,1032
657,"Carrion Sneakthief Shoulderguards of the Flock",3859,7040,152,61
658,"Malign Country Boots",108,299,328,698
659,"Shiro's Pauldrons",7822,10000,148,66
660,"Strong Country Boots",389,1016,548,231
661,"Mighty Studded Gloves",62,156,1916,2727
662,"Strong Country Boots",195,450,135,405
663,"Strong Magician Boots",232,599,121,795
664,"Ravaging Swindler Boots",282,410,100,1339
665,"Strong Magician Boots",389,589,128,1184
666,"Ravaging Reinforced Scale Boots of Rage",522,4014,225,189
667,"Rampager's Sneakthief Shoulderguards of the Centaur",10089,39986,24,63
668,"Ravaging Country Boots",308,399,187,569
669,"Rampager's Sneakthief Shoulderguards of Strength",115013,199898,4,100
670,"Ravaging Country Boots",313,439,197,441
671,"Ravaging Swindler Boots",313,413,101,682
672,"Ravaging Reinforced Scale Boots of Vampirism",292,1399,693,73
673,"Aidan's Pauldrons",24842,35902,157,143
674,"Ravaging Magician Boots",420,461,130,391
675,"Ravaging Banded Greaves of Balthazar",202,1004,258,51
676,"Shaman's Sneakthief Shoulderguards of the Flock",3640,9850,44,50
677,"Ravaging Magician Boots",601,608,188,575
678,"Honed Country Boots",364,463,220,425
679,"Shaman's Sneakthief Shoulderguards of Divinity",7702,25017,17,69
680,"Reyna's Pauldrons",6657,11428,232,264
681,"Honed Country Boots",238,437,150,1096
682,"Cleric's Sneakthief Shoulderguards of Lyssa",3909,14592,11,82
683,"Honed Magician Boots",151,351,91,966
684,"Carrion Banded Greaves of the Traveler",689,3615,58,148
685,"Carrion Banded Greaves of the Flock",2375,3597,51,113
686,"Honed Studded Boots",200,373,370,1759
687,"Cleric's Sneakthief Shoulderguards of Mercy",5901,29971,19,32
688,"Honed Magician Boots",358,452,151,599
689,"Ravaging Country Boots",323,479,206,636
690,"Ravaging Country Boots",180,380,148,1183
691,"Zho's Pauldrons",10385,17875,132,118
692,"Berserker's Sneakthief Gloves of the Grove",29854,49855,56,129
693,"Carrion Banded Greaves of Strength",2216,3260,31,140
694,"Ravaging Magician Boots",244,442,152,246
696,"Berserker's Sneakthief Gloves of Vampirism",5087,9000,102,49
697,"Ravaging Magician Boots",373,550,93,593
698,"Carrion Banded Greaves of the Flame Legion",2620,2799,497,214
700,"Berserker's Sneakthief Shoulderguards of Dwayna",4004,7378,229,124
701,"Strong Magician Boots",472,633,170,1041
702,"Honed Banded Greaves of Divinity",587,2225,389,287
703,"Vatlaaw's Pauldrons",9524,10910,262,57
704,"Strong Magician Boots",506,606,100,506
705,"Berserker's Sneakthief Gloves of Lyssa",4269,7779,304,81
706,"Mighty Swindler Pauldrons",643,1388,1428,1897
707,"Strong Magician Boots",714,780,131,500
708,"Honed Studded Boots",131,437,561,3521
709,"Strong Magician Boots",781,805,188,244
710,"Rampager's Banded Greaves of the Pack",710,2728,96,150
711,"Mighty Swindler Pauldrons",94,293,460,2601
712,"Ravaging Magician Boots",426,721,155,818
713,"Honed Swindler Boots",281,420,84,1070
714,"Nika's Gloves",36504,55874,101,125
715,"Ravaging Magician Boots",326,799,110,298
716,"Rampager's Banded Greaves of Hoelbrak",2202,4400,56,379
717,"Precise Swindler Pauldrons",83,165,1039,1590
718,"Ravaging Magician Boots",759,797,188,147
719,"Precise Swindler Pauldrons",153,252,219,2073
720,"Ravaging Magician Boots",496,778,128,1078
721,"Vital Swindler Pauldrons",65,347,190,694
722,"Honed Magician Boots",438,732,154,286
723,"Rampager's Banded Greaves of Lyssa",2253,2654,350,422
724,"Vital Swindler Pauldrons",65,338,237,852
725,"Honed Magician Boots",508,797,111,183
726,"Malign Swindler Pauldrons",42,311,280,693
727,"Rampager's Banded Greaves of Balthazar",2474,2749,595,265
728,"Carrion Sneakthief Gloves of the Lich",4781,11111,42,64
729,"Honed Magician Boots",752,800,107,431
730,"Shaman's Banded Greaves of the Eagle",1369,4582,32,44
731,"Malign Swindler Pauldrons",110,429,126,1142
732,"Honed Magician Boots",397,699,133,1847
733,"Carrion Sneakthief Gloves of Melandru",4458,9387,199,199
734,"Strong Swindler Pauldrons",127,407,397,1700
735,"Ravaging Magician Boots",331,784,134,451
736,"Honed Swindler Boots",315,501,143,743
737,"Ravaging Magician Boots",725,801,158,222
738,"Strong Swindler Pauldrons",262,350,214,1038
739,"Shaman's Banded Greaves of Mercy",2609,2698,432,235
740,"Ravaging Magician Boots",750,839,197,463
741,"Carrion Sneakthief Gloves of Hoelbrak",40017,45000,202,82
742,"Strong Swindler Pauldrons",202,460,327,1317
743,"Ravaging Magician Boots",461,600,120,285
744,"Ravaging Studded Boots",201,387,108,3169
745,"Shaman's Banded Greaves of the Eagle",2537,2799,576,353
746,"Strong Swindler Pauldrons",340,440,78,1540
747,"Berserker's Cabalist Boots",171,755,176,399
748,"Berserker's Cabalist Boots",96,199,157,29
749,"Shiro's Gloves",6535,11000,96,162
750,"Ravaging Swindler Pauldrons",275,396,117,2201
751,"Cleric's Banded Greaves of Rata Sum",2237,4420,38,98
752,"Berserker's Cabalist Boots",119,294,213,8
753,"Ravaging Studded Boots",209,400,124,1368
754,"Berserker's Cabalist Boots",101,162,333,623
755,"Ravaging Swindler Pauldrons",232,428,159,1315
756,"Ravaging Swindler Pauldrons",272,400,331,1561
757,"Berserker's Cabalist Boots",114,202,914,1028
758,"Cleric's Banded Greaves of Lyssa",2454,2835,598,139
759,"Carrion Cabalist Boots",314,430,127,205
760,"Ravaging Swindler Pauldrons",301,500,84,749
761,"Cleric's Banded Greaves of the Pack",2186,2685,475,344
762,"Carrion Cabalist Boots",232,309,127,255
763,"Rampager's Sneakthief Gloves of Lyssa",6057,13900,33,30
764,"Carrion Cabalist Boots",91,338,74,42
765,"Honed Swindler Pauldrons",250,399,381,824
766,"Honed Swindler Pauldrons",272,424,226,1831
768,"Carrion Cabalist Boots",125,189,844,903
769,"Rampager's Sneakthief Gloves of Scavenging",25143,32840,55,22
770,"Carrion Cabalist Boots",81,186,822,578
771,"Honed Swindler Pauldrons",221,479,157,1846
773,"Honed Swindler Pauldrons",258,646,350,598
774,"Rampager's Cabalist Boots",80,414,147,424
775,"Aidan's Gloves",24140,36088,210,189
776,"Ravaging Swindler Boots",300,368,60,1351
778,"Ravaging Swindler Pauldrons",200,396,102,919
779,"Rampager's Cabalist Boots",101,201,145,128
780,"Rampager's Cabalist Boots",292,391,123,250
781,"Ravaging Swindler Pauldrons",202,410,66,1248
782,"Rampager's Cabalist Boots",104,191,1102,445
783,"Ravaging Swindler Boots",292,350,69,1245
784,"Ravaging Swindler Pauldrons",313,408,95,795
785,"Shaman's Sneakthief Gloves of the Pack",28638,39826,59,14
786,"Rampager's Cabalist Boots",101,198,553,670
787,"Ravaging Swindler Pauldrons",282,404,48,1036
788,"Shaman's Cabalist Boots",73,372,67,174
789,"Shaman's Sneakthief Gloves of Mercy",5616,14097,44,20
790,"Strong Swindler Pauldrons",264,565,66,614
791,"Shaman's Cabalist Boots",137,267,120,106
792,"Reyna's Gloves",9537,11506,234,87
793,"Shaman's Cabalist Boots",219,294,214,111
794,"Strong Swindler Pauldrons",294,592,39,1499
795,"Shaman's Cabalist Boots",103,189,976,542
796,"Strong Swindler Boots",280,450,93,960
797,"Strong Swindler Pauldrons",678,955,65,1009
798,"Shaman's Cabalist Boots",90,165,513,2096
799,"Strong Swindler Pauldrons",762,947,46,596
800,"Ravaging Swindler Pauldrons",267,467,91,713
801,"Berserker's Scallywag Greaves of Scavenging",11593,28997,33,109
802,"Berserker's Scallywag Greaves of the Citadel",5233,25191,29,73
803,"Cleric's Sneakthief Gloves of the Centaur",8077,14075,24,47
804,"Strong Swindler Boots",403,607,61,1221
805,"Ravaging Swindler Pauldrons",320,775,80,1061
806,"Cleric's Sneakthief Gloves of Strength",101540,142501,25,91
807,"Berserker's Scallywag Greaves of Vampirism",4301,9500,240,77
808,"Ravaging Swindler Pauldrons",764,1125,73,715
809,"Ravaging Swindler Pauldrons",765,863,52,715
810,"Devona's Greaves",115014,152522,36,115
811,"Zho's Gloves",9024,19018,66,49
812,"Honed Swindler Pauldrons",341,700,460,1667
813,"Strong Swindler Boots",676,1059,59,1024
814,"Honed Swindler Pauldrons",313,802,64,827
816,"Honed Swindler Pauldrons",775,875,60,670
817,"Honed Swindler Pauldrons",99,685,72,583
818,"Ravaging Swindler Pauldrons",305,645,190,1194
820,"Carrion Scallywag Greaves of Lyssa",5289,37788,16,65
821,"Strong Swindler Boots",762,899,47,779
822,"Ravaging Swindler Pauldrons",369,868,42,1288
823,"Ravaging Swindler Pauldrons",766,957,60,599
824,"Berserker's Sneakthief Gloves of the Citadel",4151,7389,178,155
825,"Vatlaaw's Gloves",8085,9999,237,90
826,"Ravaging Swindler Pauldrons",255,452,86,159
827,"Carrion Scallywag Greaves of Dwayna",4275,8093,145,100
828,"Berserker's Privateer Shoulders",158,657,89,402
829,"Berserker's Privateer Shoulders",75,105,145,1006
830,"Carrion Scallywag Greaves of Lyssa",6084,7784,82,91
831,"Ravaging Swindler Boots",327,418,188,1339
832,"Berserker's Privateer Shoulders",78,140,346,500
833,"Mighty Studded Gloves",88,178,496,980
834,"Sheena's Greaves",7990,15898,88,118
835,"Mighty Studded Gloves",98,182,842,2922
836,"Berserker's Privateer Shoulders",84,95,1996,388
837,"Berserker's Privateer Shoulders",86,99,937,367
838,"Carrion Privateer Shoulders",196,718,60,558
839,"Ravaging Swindler Boots",347,875,59,931
840,"Carrion Privateer Shoulders",73,300,109,315
841,"Rampager's Scallywag Greaves of the Dolyak",10000,29494,21,78
842,"Mighty Studded Gloves",91,337,333,1532
843,"Carrion Privateer Shoulders",80,135,303,549
844,"Carrion Privateer Shoulders",85,99,1866,400
845,"Precise Studded Gloves",100,179,490,2910
846,"Rampager's Scallywag Greaves of Infiltration",9609,39008,3,71
847,"Precise Studded Gloves",87,150,371,1178
848,"Koss' Greaves",10169,17500,90,82
849,"Carrion Privateer Shoulders",86,111,997,232
850,"Mighty Magician Boots of the Flame Legion",209,299,492,3869
851,"Rampager's Privateer Shoulders",130,428,87,380
852,"Ravaging Swindler Boots",782,975,68,509
853,"Shaman's Scallywag Greaves of Dwayna",3622,19998,13,33
854,"Mighty Magician Boots of Hoelbrak",349,520,1456,1606
855,"Rampager's Privateer Shoulders",75,140,204,24
856,"Precise Studded Gloves",99,308,178,4162
857,"Strong Magician Boots of Vampirism",408,719,429,835
858,"Rampager's Privateer Shoulders",86,135,186,5
859,"Shaman's Scallywag Greaves of the Flame Legion",10900,25535,21,50
860,"Strong Magician Boots of Lyssa",367,613,502,402
861,"Rampager's Privateer Shoulders",85,105,1038,490
862,"Ravaging Swindler Boots",765,1065,66,895
863,"Strong Magician Boots of the Flock",585,601,183,705
864,"Ravaging Magician Boots of Grenth",429,570,313,716
865,"Rampager's Privateer Shoulders",88,98,1792,429
866,"Jalis' Greaves",9031,12821,167,84
867,"Vital Studded Gloves",82,179,284,4879
868,"Vital Studded Gloves",92,337,345,1780
869,"Ravaging Magician Boots of Vampirism",354,450,293,728
870,"Shaman's Privateer Shoulders",75,115,164,646
871,"Strong Cabalist Boots of Grenth",560,731,140,377
872,"Strong Cabalist Boots of the Grove",696,862,231,161
873,"Shaman's Privateer Shoulders",0,174,76,0
874,"Cleric's Scallywag Greaves of Rata Sum",3559,9263,43,39
875,"Shaman's Privateer Shoulders",81,100,203,702
876,"Cleric's Scallywag Greaves of Rage",12165,26275,55,69
877,"Vital Studded Gloves",185,354,179,3599
878,"Shaman's Privateer Shoulders",85,98,1184,273
879,"Strong Cabalist Boots of Rage",783,896,155,410
880,"Ravaging Magician Boots of Lyssa",529,614,226,653
881,"Honed Swindler Boots",337,436,120,1537
882,"Malign Studded Gloves",58,275,603,3037
883,"Ravaging Cabalist Boots of Lyssa",485,670,145,392
884,"Shaman's Privateer Shoulders",87,90,1462,426
885,"Ravaging Cabalist Boots of the Dolyak",480,865,161,379
886,"Rurik's Greaves",7862,16500,233,118
887,"Ravaging Cabalist Boots of Balthazar",782,857,171,353
888,"Malign Studded Gloves",63,350,747,1960
890,"Honed Swindler Boots",324,782,69,1510
891,"Honed Cabalist Boots of Lyssa",365,800,251,529
893,"Honed Cabalist Boots of Balthazar",549,797,152,116
894,"Honed Cabalist Boots of the Traveler",751,789,240,350
895,"Malign Studded Gloves",105,303,87,1934
896,"Galrath's Greaves",9007,12391,103,118
897,"Honed Cabalist Boots of the Eagle",394,663,147,13
898,"Strong Studded Gloves",108,308,715,1842
899,"Ravaging Cabalist Boots of Rata Sum",742,813,181,351
900,"Honed Swindler Boots",775,995,65,617
901,"Ravaging Cabalist Boots of Dwayna",219,600,100,258
902,"Berserker's Cabalist Boots of Infiltration",132,530,107,479
903,"Berserker's Scallywag Greaves of the Traveler",20534,35311,255,137
904,"Berserker's Cabalist Boots of the Flame Legion",356,461,126,696
905,"Strong Studded Gloves",231,331,135,1443
906,"Berserker's Cabalist Boots of Infiltration",351,594,130,907
907,"Strong Swindler Gloves",323,453,297,1130
908,"Berserker's Cabalist Boots of Divinity",156,209,581,103
909,"Honed Swindler Boots",351,540,84,242
910,"Carrion Cabalist Boots of Infiltration",239,435,96,286
911,"Carrion Cabalist Boots of the Traveler",137,391,134,238
912,"Carrion Cabalist Boots of Melandru",225,298,118,90
913,"Strong Swindler Gloves",317,450,60,619
914,"Carrion Cabalist Boots of the Grove",158,240,932,742
915,"Ravaging Studded Gloves",230,388,328,2096
916,"Carrion Cabalist Boots of the Eagle",156,240,1128,339
917,"Ravaging Swindler Boots",325,500,346,1300
918,"Rampager's Cabalist Boots of the Pack",189,389,97,154
919,"Rampager's Cabalist Boots of Hoelbrak",353,445,101,671
920,"Ravaging Studded Gloves",261,413,119,1753
921,"Rampager's Cabalist Boots of Balthazar",152,234,1158,1067
922,"Rampager's Cabalist Boots of Strength",158,213,1147,359
923,"Ravaging Swindler Gloves",262,421,59,2070
924,"Shaman's Cabalist Boots of Scavenging",131,299,91,438
925,"Shaman's Cabalist Boots of Rage",136,232,137,14
926,"Ravaging Swindler Boots",369,966,64,1194
927,"Ravaging Swindler Gloves",281,480,54,766
928,"Shaman's Cabalist Boots of Rata Sum",155,242,879,1028
929,"Shaman's Cabalist Boots of Strength",158,208,997,267
930,"Ravaging Swindler Boots",762,960,50,934
931,"Cleric's Cabalist Boots of Dwayna",277,313,149,55
932,"Cleric's Cabalist Boots of the Lich",347,458,141,650
933,"Honed Studded Gloves",120,407,461,1540
934,"Cleric's Cabalist Boots of the Eagle",153,199,1110,1995
935,"Honed Studded Gloves",200,327,157,1315
936,"Cleric's Cabalist Boots of Divinity",0,242,621,0
937,"Honed Swindler Gloves",281,481,325,1360
938,"Mighty Swindler Pauldrons of Rata Sum",124,353,912,2182
939,"Strong Cabalist Boots of Melandru",1012,4698,258,80
940,"Mighty Swindler Pauldrons of the Flame Legion",164,249,527,2774
941,"Strong Cabalist Boots of Grenth",568,1770,301,516
942,"Ravaging Swindler Boots",163,651,47,635
943,"Honed Swindler Gloves",310,410,48,585
944,"Strong Swindler Pauldrons of Vampirism",241,540,514,2232
945,"Strong Swindler Pauldrons of the Flock",147,591,542,768
946,"Strong Cabalist Boots of the Afflicted",773,967,158,258
947,"Ravaging Cabalist Boots of Vampirism",794,1782,465,195
948,"Berserker's Privateer Boots",125,520,30,294
949,"Ravaging Studded Gloves",250,327,277,1401
950,"Ravaging Cabalist Boots of Grenth",680,1288,263,388
951,"Strong Swindler Pauldrons of Lyssa",289,529,117,457
952,"Strong Conjurer Shoes of Divinity",598,1690,259,237
953,"Ravaging Swindler Pauldrons of the Centaur",262,362,192,2728
954,"Ravaging Studded Gloves",272,434,225,1188
955,"Berserker's Conjurer Shoes of Melandru",1366,2899,140,125
956,"Ravaging Swindler Pauldrons of Vampirism",241,694,74,1039
957,"Berserker's Privateer Boots",70,141,291,2004
958,"Berserker's Conjurer Shoes of Dwayna",2204,5999,56,213
959,"Berserker's Conjurer Shoes of the Grove",2514,2799,598,302
960,"Strong Privateer Shoulders of Scavenging",329,589,294,995
961,"Strong Privateer Shoulders of Strength",410,900,116,865
962,"Ravaging Conjurer Shoes of the Centaur",758,1297,193,200
963,"Ravaging Swindler Gloves",314,412,281,943
